,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14
0,-2.605210642062942,-2.350297644593035,-1.555544995130612,-0.9129817617009353,-0.657952125681241,-0.5005788898223492,0.78522057353911,-0.26997530992653435,-0.2676900860230312,0.11075922068474914,-0.10788714220592766,-0.07492493312676898,-0.06986817380279597,-5.3167311654604e-16
1,-0.2777227818887323,0.2903679997788316,0.06327458611196772,-1.3722655437230515,-1.2360033424396026,-0.1102778233937152,0.14347973050273918,-0.4205912848048502,0.24764413381101258,0.6386922505279112,0.045492499895393876,0.47014312112212964,-0.3576984276070669,2.7709282852095053e-17
2,-1.2365306693289964,-1.2739156935095772,0.7078275067610271,-0.8828119800896541,-1.250524938389039,-0.07939715100221395,-0.5526101038518257,-0.5027109062763846,0.12385512999350694,0.42641801039256355,0.14453238416273861,-0.09525333054504735,-0.25295497832062197,7.419875019106781e-17
3,-0.566814639844232,-0.19310887454002376,-2.5817728281376517,1.6459255263193613,-1.2251580843348242,0.4623467217214211,0.05085407279875039,-0.5265004115062305,-0.3226409125117047,1.0508853767169912,0.32853110759042065,-0.33420016230393385,0.2419644340743681,5.618430070867203e-16
4,-0.7876046203621607,1.0005636498070347,-2.1740256891408167,-0.20997005823884363,-0.9051697775389091,-0.23196967039489796,-0.22631626051975703,0.15501499092803112,0.43190427430959283,-0.6095633646915976,0.9344447698501567,0.2199052283101847,-0.19270311523148478,-1.647660765584239e-16
5,4.470355602811125,-3.662797483994693,-1.8265936613348543,-1.2621222239269716,0.873775850485701,2.102791737862513,-0.8405428938311372,0.018597272894679186,-0.5206816970162254,-0.01090019110004272,-0.02373596100002333,0.559782866609343,0.3457202187446621,-2.6453849875419366e-16
6,-1.2968983432648837,0.3202097058287002,-0.6390556359257653,1.0661114506732308,-1.551494388260337,1.30418102001659,-0.39643500839674456,-0.5377174141744284,0.36640401852284543,-0.20012456509893697,-0.34127808604314386,0.16114169441382392,0.16060184615886605,-5.795925000923128e-17
7,-1.7496051186608954,-2.1888823016242633,-1.2546666331096297,-0.551041656621046,-0.22036216116535587,-1.1136035360513186,-0.13369446093571344,0.3011097831437451,-0.6953696251728041,0.22664984784634473,0.1560874027203338,-0.2414307888289411,0.08631647807373372,-2.3987558646492335e-16
8,-1.563774335101076,-1.9022053543235715,-0.8286188255693608,-0.4847958181516653,-0.30250918556239226,-0.782769609638471,-0.7159293905172999,0.510763047619348,-0.002063418044533678,-0.4123419323060182,-0.34644545912064023,-0.010436225188095604,0.1716179794571401,2.0931593886820818e-16
9,5.73261448126861,-2.882719585399417,-2.0341672258915997,0.13038602857937887,1.1720734639730261,-0.29021773667643996,-0.18023707833949992,0.2983508103899293,1.8118923485024925,0.3029298046230142,-0.3121772114048505,-0.3867093290675661,-0.34145679127405937,6.778940013862214e-17
10,6.312360134920723,-1.839667680344861,1.1359247294569825,1.4289916203622048,-1.440541236167711,-0.34430296306815056,1.7600672807794373,-0.41152377350262215,-0.8470766351417702,-0.5936327124906348,0.2914196986479672,0.18445345673855054,0.0257423345578285,1.7455389671693202e-17
11,0.3620252466548189,1.2447284340677554,0.6879642988497108,-1.1874031739005717,-0.675386458872124,0.49649407284807734,-0.0005578798045869792,-0.7907364097993498,0.304141183772151,-0.4409635138643398,-0.17022458510640667,0.15616853870883216,-0.026301772867404965,1.1161559227242853e-16
